# C-282 ζ(s) 켤레합 포함 A_L 재측정 — B-50 검증
# T_MAX=2000.0, CENTER=0.5, TRIM=40%
# n_all=1517, n_valid=910
# NEW: 전체 영점 + 켤레합 (C-270 방식)
# OLD: ±300 이웃, 같은편만 (C-278 방식)

## 핵심 결과
ρ_S(A_bare_old × gap_min  [C-278]) = -0.928669  p=0.0000e+00
ρ_S(A_L_old    × gap_min  [C-278]) = -0.840553  p=5.9254e-244
ρ_S(A_L_new    × gap_min  [C-282]) = -0.799613  p=2.6287e-203
ρ_S(A_Λ_new    × gap_min  [C-282]) = -0.899825  p=0.0000e+00
ρ_S(A_L_new    × gap_right[C-282]) = -0.164520  p=6.0327e-07
ρ_S(A_Λ_new    × gap_right[C-282]) = -0.455323  p=8.9803e-48

GUE_ref = -0.857
C-270_ref_A_L = -0.800
C-270_ref_A_Lambda = -0.900

## 보조 통계
2H1/A_L_new_mean  = 0.842124
2H1/A_bare_old_mean = 0.899098
mean_A_L_new      = 8.7560
mean_A_Lambda_new = 8.3713
mean_A_bare_old   = 8.0753
mean_A_L_old      = 8.7848
mean_S1_conj      = 0.752959

## 개별 데이터
t,A_bare_old,A_L_old,A_L_new,A_Lambda_new,gap_min_gue,gap_right_gue,S1_conj,H1_conj,sm_im,im_gamma_S
785.739090,7.709243,9.996858,7.353524,9.348453,0.554915,0.554915,0.887989,0.000583,0.785716,0.785716
786.461147,7.752571,7.326162,8.045409,7.321520,0.555021,0.774289,0.887568,0.000583,0.785716,0.785716
787.468464,5.334885,4.193385,5.805950,4.363409,0.774494,1.991854,0.886981,0.000582,0.785716,0.785716
790.059092,7.392216,10.332681,6.873489,9.516239,0.594377,0.594377,0.885477,0.000579,0.785715,0.785715
790.831620,5.822011,5.938454,5.987189,5.801343,0.594497,1.228264,0.885030,0.000579,0.785714,0.785714
792.427708,15.706407,19.362093,15.002838,18.355223,0.354867,0.354867,0.884107,0.000577,0.785714,0.785714
792.888653,15.274279,13.022389,16.037184,13.476049,0.354909,1.228195,0.883841,0.000577,0.785713,0.785713
794.483792,4.062175,4.874404,4.057731,4.559707,0.864874,0.864874,0.882922,0.000576,0.785713,0.785713
795.606596,3.981524,3.903163,4.203361,3.811694,0.865127,1.276630,0.882276,0.000575,0.785712,0.785712
797.263470,3.251353,4.237166,3.203125,3.874899,1.113165,1.113165,0.881325,0.000573,0.785712,0.785712
798.707570,4.912794,6.446203,4.724485,5.942201,0.730074,0.730074,0.880498,0.000572,0.785711,0.785711
799.654336,4.588122,4.355929,4.854874,4.303160,0.730253,1.503991,0.879957,0.000571,0.785711,0.785711
801.604246,6.132944,8.586917,5.705234,7.840236,0.723653,0.723653,0.878844,0.000570,0.785710,0.785710
802.541985,8.333336,9.918292,8.128099,9.390208,0.541179,0.541179,0.878310,0.000569,0.785710,0.785710
803.243096,8.209798,7.019756,8.738646,7.220852,0.541276,1.172817,0.877911,0.000568,0.785709,0.785709
804.762239,4.078201,4.731405,4.118070,4.442189,0.849093,0.849093,0.877049,0.000567,0.785709,0.785709
805.861636,3.984238,3.512934,4.327458,3.523913,0.849332,1.769263,0.876426,0.000566,0.785708,0.785708
808.151815,5.191937,7.586271,4.766448,6.830592,0.808529,0.808529,0.875131,0.000564,0.785708,0.785708
809.197783,6.407519,8.018356,6.189739,7.466985,0.683526,0.683526,0.874541,0.000564,0.785707,0.785707
810.081805,6.010235,6.182766,6.183664,6.018494,0.683680,0.852688,0.874043,0.000563,0.785707,0.785707
811.184359,4.444355,4.291494,4.709624,4.215904,0.852926,1.227496,0.873423,0.000562,0.785706,0.785706
812.771108,3.798404,4.877083,3.723583,4.460381,0.986575,0.986575,0.872533,0.000561,0.785706,0.785706
814.045914,5.862077,7.257331,5.698755,6.749731,0.638386,0.638386,0.871819,0.000560,0.785705,0.785705
814.870540,6.057817,5.120113,6.551769,5.265408,0.638519,1.438053,0.871358,0.000559,0.785705,0.785705
816.727738,2.908889,3.891644,2.860530,3.494791,1.280485,1.280485,0.870321,0.000557,0.785704,0.785704
818.380669,6.409593,8.746918,5.978091,7.966191,0.638577,0.638577,0.869401,0.000556,0.785704,0.785704
819.204642,5.606016,5.606801,5.838834,5.486019,0.638709,1.176112,0.868943,0.000555,0.785703,0.785703
820.721898,5.693457,7.517094,5.403314,6.872029,0.768904,0.768904,0.868101,0.000554,0.785703,0.785703
821.713454,13.102978,15.300964,12.701606,14.541023,0.375647,0.375647,0.867551,0.000554,0.785702,0.785702
822.197757,16.839248,13.655748,18.020633,14.472671,0.375692,1.806334,0.867283,0.000553,0.785702,0.785702
824.526294,2.993870,4.282288,2.855746,3.781956,1.174367,1.174367,0.865998,0.000551,0.785701,0.785701
826.039287,5.895006,7.978281,5.522501,7.242226,0.672838,0.672838,0.865164,0.000550,0.785701,0.785701
826.905811,5.346559,5.381952,5.580282,5.247931,0.672982,1.113993,0.864688,0.000549,0.785700,0.785700
828.340174,4.409725,5.565814,4.309417,5.096071,0.852157,0.852157,0.863901,0.000548,0.785700,0.785700
829.437011,4.295915,4.655175,4.435656,4.422306,0.852388,1.133738,0.863300,0.000547,0.785700,0.785700
830.895884,5.442326,7.001868,5.219102,6.404448,0.702698,0.702698,0.862502,0.000546,0.785699,0.785699
831.799778,5.575042,5.483433,5.855801,5.385954,0.702855,0.936107,0.862008,0.000546,0.785699,0.785699
833.003641,3.945905,3.749731,4.261320,3.684197,0.936384,1.282054,0.861352,0.000545,0.785698,0.785698
834.651915,2.725314,3.346262,2.788838,3.028095,1.282572,1.588679,0.860455,0.000543,0.785698,0.785698
836.693576,10.799896,14.405731,9.942785,13.167943,0.508964,0.508964,0.859347,0.000542,0.785697,0.785697
837.347335,8.816484,9.194482,8.957207,8.949385,0.509045,0.702093,0.858993,0.000541,0.785697,0.785697
838.249022,6.200157,5.883796,6.562205,5.855970,0.702247,0.947329,0.858505,0.000541,0.785696,0.785696
839.465395,4.131237,4.059760,4.418282,3.954274,0.947610,1.223877,0.857848,0.000540,0.785696,0.785696
841.036390,4.365677,5.528999,4.260011,5.029719,0.783212,0.783212,0.857001,0.000539,0.785695,0.785695
842.041354,4.341168,3.964258,4.730595,3.956472,0.783403,1.656385,0.856460,0.000538,0.785695,0.785695
844.166197,9.498061,12.618109,8.764810,11.489039,0.499000,0.499000,0.855319,0.000536,0.785694,0.785694
844.805994,8.037938,7.360368,8.529343,7.450740,0.499077,1.083322,0.854976,0.000536,0.785694,0.785694
846.194770,3.503273,3.979473,3.620745,3.694022,1.083685,1.386581,0.854233,0.000535,0.785694,0.785694
847.971718,13.625400,17.260445,12.711644,15.943607,0.404036,0.404036,0.853284,0.000533,0.785693,0.785693
848.489281,11.894792,10.511049,12.630816,10.838225,0.404086,1.071961,0.853008,0.000533,0.785693,0.785693
849.862274,6.100766,7.183390,6.019966,6.691786,0.611663,0.611663,0.852277,0.000532,0.785692,0.785692
850.645448,7.122158,5.591203,7.920511,5.974162,0.611777,1.966677,0.851860,0.000531,0.785692,0.785692
853.163113,5.689781,8.195234,5.133846,7.227061,0.728783,0.728783,0.850524,0.000530,0.785691,0.785691
854.095512,5.237705,6.035645,5.252649,5.634426,0.728945,0.931274,0.850031,0.000529,0.785691,0.785691
855.286710,4.701826,5.627814,4.673854,5.180911,0.931538,0.936393,0.849401,0.000528,0.785690,0.785690
856.484117,6.193716,7.502963,6.035097,6.922676,0.646618,0.646618,0.848770,0.000527,0.785690,0.785690
857.310741,6.240998,5.447776,6.806985,5.587697,0.646745,1.246577,0.848334,0.000527,0.785690,0.785690
858.904026,3.356969,4.042514,3.412919,3.671433,1.179234,1.179234,0.847496,0.000525,0.785689,0.785689
860.410671,6.404111,8.278525,6.047947,7.493975,0.595390,0.595390,0.846705,0.000524,0.785689,0.785689
861.171098,6.550898,5.546347,7.201494,5.763854,0.595497,1.580800,0.846307,0.000524,0.785688,0.785688
863.189720,4.135002,5.893072,3.817048,5.142971,0.901868,0.901868,0.845251,0.000522,0.785688,0.785688
864.340824,4.543856,5.647583,4.454815,5.123444,0.902113,0.982626,0.844650,0.000522,0.785687,0.785687
865.594664,6.450386,8.155951,6.147937,7.415920,0.649932,0.649932,0.843997,0.000521,0.785687,0.785687
866.423740,6.264830,6.033864,6.653331,5.980388,0.650059,0.995293,0.843565,0.000520,0.785687,0.785687
867.693123,4.970776,5.570284,5.062878,5.217999,0.766562,0.766562,0.842906,0.000519,0.785686,0.785686
868.670494,4.998370,4.135216,5.622762,4.311495,0.766737,1.707367,0.842399,0.000518,0.785686,0.785686
870.846902,3.625051,5.331382,3.317690,4.577563,1.053199,1.053199,0.841272,0.000517,0.785685,0.785685
872.188751,6.186993,8.269963,5.741701,7.376114,0.714649,0.714649,0.840579,0.000516,0.785685,0.785685
873.098979,7.112482,8.068288,7.077081,7.580291,0.635628,0.635628,0.840110,0.000515,0.785684,0.785684
873.908389,6.641871,5.577313,7.354866,5.833237,0.635748,1.631288,0.839693,0.000515,0.785684,0.785684
875.985285,10.339972,13.510220,9.487250,12.201649,0.483706,0.483706,0.838625,0.000513,0.785684,0.785684
876.600826,9.204317,8.593602,9.754954,8.683029,0.483775,0.828275,0.838310,0.000513,0.785683,0.785683
877.654698,4.992748,4.335514,5.565545,4.443705,0.828477,1.357053,0.837770,0.000512,0.785683,0.785683
879.380952,3.115137,3.934920,3.132179,3.487004,1.143244,1.143244,0.836887,0.000511,0.785682,0.785682
880.834649,3.334711,4.305991,3.294845,3.799577,1.143626,1.220999,0.836144,0.000510,0.785682,0.785682
882.386697,5.330212,7.354096,4.891705,6.447899,0.821322,0.821322,0.835354,0.000509,0.785681,0.785681
883.430332,7.564009,9.276202,7.241839,8.482906,0.604870,0.604870,0.834823,0.000508,0.785681,0.785681
884.198743,7.382690,7.011167,7.861215,7.013890,0.604977,0.845224,0.834433,0.000508,0.785681,0.785681
885.272304,4.925077,4.367587,5.479695,4.443100,0.845431,1.244644,0.833888,0.000507,0.785681,0.785681
886.852802,3.104115,3.573161,3.260884,3.249815,1.245093,1.278390,0.833088,0.000506,0.785680,0.785680
888.475567,3.742902,5.062269,3.568849,4.407286,0.992762,0.992762,0.832268,0.000505,0.785680,0.785680
889.735294,4.621543,5.821933,4.493638,5.210632,0.849662,0.849662,0.831633,0.000504,0.785679,0.785679
890.813132,4.261663,4.582559,4.480200,4.314416,0.849869,1.240539,0.831090,0.000503,0.785679,0.785679
892.386433,7.238228,9.462403,6.705541,8.441996,0.577923,0.577923,0.830299,0.000502,0.785678,0.785678
893.119118,6.853334,6.150411,7.484104,6.288612,0.578019,1.394135,0.829932,0.000502,0.785678,0.785678
894.886292,13.089337,16.382938,12.125316,14.926193,0.403787,0.403787,0.829046,0.000500,0.785678,0.785678
895.397920,12.847157,11.063299,13.923325,11.640878,0.403833,0.974272,0.828790,0.000500,0.785677,0.785677
896.632252,4.202143,3.468668,4.857975,3.623335,0.974543,2.044309,0.828174,0.000499,0.785677,0.785677
899.221523,11.226086,15.002118,10.059060,13.337514,0.503509,0.503509,0.826883,0.000498,0.785676,0.785676
899.858885,8.567352,8.795882,8.833900,8.559568,0.503581,0.782877,0.826566,0.000497,0.785676,0.785676
900.849740,5.314097,5.307127,5.679941,5.166422,0.783051,1.101227,0.826074,0.000496,0.785676,0.785676
902.243208,5.711091,7.072468,5.515144,6.368105,0.677057,0.677057,0.825383,0.000496,0.785675,0.785675
903.099674,5.836093,5.193286,6.471660,5.316143,0.677187,1.267632,0.824959,0.000495,0.785675,0.785675
904.702903,3.963029,4.949711,3.921986,4.395069,0.891439,0.891439,0.824166,0.000494,0.785674,0.785674
905.829941,3.858558,3.918095,4.205889,3.748759,0.891662,1.445273,0.823610,0.000493,0.785674,0.785674
907.656729,8.084977,10.688548,7.367785,9.454817,0.535682,0.535682,0.822710,0.000492,0.785674,0.785674
908.333544,7.470550,6.541360,8.240016,6.789170,0.535762,1.466659,0.822377,0.000492,0.785673,0.785673
910.186334,4.944091,6.876988,4.504361,5.915840,0.830420,0.830420,0.821467,0.000490,0.785673,0.785673
911.234951,5.654244,6.853870,5.524049,6.198829,0.830612,0.868218,0.820954,0.000490,0.785673,0.785673
912.331046,12.867665,15.234237,12.238189,14.076702,0.390564,0.390564,0.820417,0.000489,0.785672,0.785672
912.823999,15.777737,12.897983,17.411721,13.997946,0.390606,1.510352,0.820176,0.000489,0.785672,0.785672
914.730097,2.881340,3.473184,3.013435,3.071754,1.288080,1.288080,0.819246,0.000487,0.785671,0.785671
916.355001,3.380023,4.626218,3.229277,3.941162,1.166000,1.166000,0.818455,0.000486,0.785671,0.785671
917.825378,5.687161,7.757759,5.178507,6.713295,0.802100,0.802100,0.817740,0.000485,0.785671,0.785671
918.836535,9.732644,11.721238,9.257147,10.706329,0.485424,0.485424,0.817250,0.000485,0.785670,0.785670
919.448344,10.225317,8.522087,11.375480,9.127404,0.485489,1.355390,0.816953,0.000484,0.785670,0.785670
921.156396,3.683484,4.652769,3.654258,4.078280,1.067087,1.067087,0.816127,0.000483,0.785670,0.785670
922.500629,6.413397,8.112033,6.061144,7.212446,0.623407,0.623407,0.815478,0.000483,0.785669,0.785669
923.285720,6.538776,5.756739,7.293629,5.959628,0.623513,1.181572,0.815099,0.000482,0.785669,0.785669
924.773484,3.179493,3.455529,3.462308,3.184973,1.181953,1.412585,0.814382,0.000481,0.785668,0.785668
926.551553,3.899005,5.527070,3.575757,4.650353,1.032630,1.032630,0.813528,0.000480,0.785668,0.785668
927.850859,6.851057,8.963695,6.308830,7.865716,0.646158,0.646158,0.812905,0.000479,0.785668,0.785668
928.663659,6.340470,6.402790,6.725297,6.227352,0.646272,0.962437,0.812516,0.000479,0.785667,0.785667
929.874093,4.897204,5.570767,5.005738,5.116346,0.902788,0.902788,0.811937,0.000478,0.785667,0.785667
931.009211,5.957764,6.721951,6.026002,6.224196,0.671044,0.671044,0.811395,0.000477,0.785667,0.785667
931.852741,6.443157,5.100748,7.486151,5.573374,0.671165,2.015069,0.810992,0.000477,0.785666,0.785666
934.385307,11.008594,14.577352,9.789149,12.790931,0.485712,0.485712,0.809787,0.000475,0.785666,0.785666
934.995425,8.630501,8.191392,9.258886,8.247351,0.485775,0.981892,0.809497,0.000475,0.785666,0.785666
936.228649,4.331815,4.800376,4.540852,4.434400,0.982151,1.038737,0.808912,0.000474,0.785665,0.785665
937.532926,3.885673,4.574376,3.993101,4.104528,1.039026,1.188074,0.808295,0.000473,0.785665,0.785665
939.024301,9.065093,11.597452,8.308911,10.262598,0.507327,0.507327,0.807590,0.000472,0.785664,0.785664
939.660941,8.819285,7.705085,9.782371,8.084163,0.507396,1.192346,0.807289,0.000472,0.785664,0.785664
941.157000,5.116216,6.199506,5.039896,5.537803,0.713806,0.713806,0.806584,0.000471,0.785664,0.785664
942.052342,5.445813,4.551041,6.314486,4.830187,0.713942,1.702993,0.806162,0.000470,0.785664,0.785664
944.188036,4.221124,6.109637,3.761568,5.062126,0.913851,0.913851,0.805159,0.000469,0.785663,0.785663
945.333563,4.517246,5.699513,4.394106,4.985433,0.914072,1.142886,0.804622,0.000468,0.785663,0.785663
946.765842,32.853572,38.292833,30.686993,35.533643,0.250106,0.250106,0.803951,0.000468,0.785662,0.785662
947.079183,31.535815,27.711336,33.843991,29.420064,0.250122,1.011743,0.803805,0.000467,0.785662,0.785662
948.346646,4.484553,3.993770,5.177362,4.084704,1.012013,1.441185,0.803213,0.000467,0.785662,0.785662
950.151613,5.220790,6.933118,4.839532,5.950037,0.704214,0.704214,0.802371,0.000466,0.785661,0.785661
951.033249,5.184763,4.783721,5.839312,4.832220,0.704344,1.353937,0.801961,0.000465,0.785661,0.785661
952.727989,3.575529,4.790742,3.436638,4.045353,1.120248,1.120248,0.801174,0.000464,0.785661,0.785661
954.129719,7.767812,10.039950,7.108147,8.771985,0.559268,0.559268,0.800524,0.000463,0.785660,0.785660
954.829309,7.375499,6.462459,8.294074,6.767675,0.559350,1.476086,0.800200,0.000463,0.785660,0.785660
956.675479,6.787657,9.181257,6.063610,7.844105,0.667531,0.667531,0.799346,0.000462,0.785659,0.785659
957.510053,7.120243,7.785252,7.256716,7.304174,0.667647,0.723620,0.798961,0.000461,0.785659,0.785659
958.414593,6.434734,6.168528,7.042049,6.154174,0.723756,0.835803,0.798544,0.000461,0.785659,0.785659
959.459169,5.037446,4.072192,6.002976,4.412587,0.835984,1.769007,0.798063,0.000460,0.785659,0.785659
961.669572,3.529818,5.218425,3.152197,4.217612,1.211033,1.211033,0.797048,0.000459,0.785658,0.785658
963.182087,23.077680,27.829093,21.150267,25.277197,0.308319,0.308319,0.796354,0.000458,0.785658,0.785658
963.567040,20.428227,17.827972,22.240009,19.008740,0.308344,1.192304,0.796178,0.000458,0.785658,0.785658
965.055580,4.729919,5.734067,4.699620,5.071358,0.845443,0.845443,0.795497,0.000457,0.785657,0.785657
966.110755,4.821255,5.050305,5.190851,4.784072,0.845627,1.010095,0.795015,0.000456,0.785657,0.785657
967.371154,4.178297,4.626592,4.436590,4.246582,1.010357,1.014164,0.794441,0.000456,0.785657,0.785657
968.636302,3.810673,4.185100,4.108916,3.842586,1.014427,1.194164,0.793865,0.000455,0.785656,0.785656
970.125611,4.849961,6.218441,4.632131,5.358452,0.758662,0.758662,0.793188,0.000454,0.785656,0.785656
971.071491,4.698620,4.319652,5.394976,4.369928,0.758809,1.695797,0.792759,0.000453,0.785656,0.785656
973.185361,9.770901,13.111585,8.523123,11.219235,0.551942,0.551942,0.791801,0.000452,0.785655,0.785655
973.873079,8.397849,8.843450,8.665077,8.460976,0.552019,0.723663,0.791491,0.000452,0.785655,0.785655
974.774635,6.066455,5.713853,6.759207,5.752761,0.723796,1.127067,0.791083,0.000451,0.785655,0.785655
976.178502,6.684205,8.140316,6.418724,7.219186,0.593219,0.593219,0.790450,0.000451,0.785654,0.785654
976.917202,7.579137,6.179271,8.841098,6.780680,0.593308,1.485456,0.790118,0.000450,0.785654,0.785654
978.766672,2.838908,3.618747,2.934457,3.054020,1.455367,1.455367,0.789286,0.000449,0.785654,0.785654
980.578001,8.670493,11.661926,7.583315,9.914575,0.571174,0.571174,0.788473,0.000448,0.785653,0.785653
981.288615,7.374856,7.457679,7.847986,7.265607,0.571256,0.890605,0.788155,0.000448,0.785653,0.785653
982.396485,4.986742,5.319177,5.327827,4.991876,0.890804,0.947669,0.787659,0.000447,0.785653,0.785653
983.575076,4.108068,4.268567,4.544844,4.034108,0.947894,1.296349,0.787133,0.000446,0.785652,0.785652
985.186929,5.786398,7.717701,5.259905,6.519141,0.759135,0.759135,0.786414,0.000446,0.785652,0.785652
986.130515,9.145635,10.533663,8.914595,9.626609,0.503318,0.503318,0.785994,0.000445,0.785652,0.785652
986.756008,10.745636,8.546450,12.494375,9.613731,0.503381,1.799969,0.785716,0.000445,0.785652,0.785652
988.992622,3.770828,5.402007,3.405726,4.357538,0.991359,0.991359,0.784722,0.000443,0.785651,0.785651
990.223918,4.603229,5.904162,4.419863,5.038825,0.926436,0.926436,0.784177,0.000443,0.785651,0.785651
991.374294,4.631267,5.604689,4.629621,4.918089,0.926648,1.090995,0.783668,0.000442,0.785650,0.785650
992.728696,14.569157,17.889517,13.261999,15.895371,0.391494,0.391494,0.783069,0.000441,0.785650,0.785650
993.214581,14.437842,12.485626,16.080960,13.435651,0.391532,0.958925,0.782855,0.000441,0.785650,0.785650
994.404591,4.656864,4.021482,5.565078,4.233803,0.959151,1.451407,0.782330,0.000441,0.785650,0.785650
996.205336,3.458825,4.570261,3.382337,3.797943,1.053499,1.053499,0.781538,0.000440,0.785649,0.785649
997.511935,3.970792,4.957875,3.964997,4.253993,1.053771,1.061041,0.780964,0.000439,0.785649,0.785649
998.827547,5.170300,6.577978,4.926501,5.633865,0.777688,0.777688,0.780387,0.000438,0.785648,0.785648
999.791572,4.841684,4.861675,5.389173,4.704988,0.777836,1.257021,0.779965,0.000438,0.785648,0.785648
1001.349483,4.942531,6.562629,4.577028,5.491870,0.851359,0.851359,0.779284,0.000437,0.785648,0.785648
1002.404305,6.363312,7.553148,6.243991,6.725140,0.697087,0.697087,0.778823,0.000436,0.785648,0.785648
1003.267808,6.066720,5.630776,6.886919,5.737949,0.697205,1.136224,0.778447,0.000436,0.785647,0.785647
1004.675044,5.337281,6.363267,5.313529,5.624700,0.701334,0.701334,0.777834,0.000435,0.785647,0.785647
1005.543420,5.820481,4.729268,7.031153,5.220809,0.701453,1.989782,0.777457,0.000435,0.785647,0.785647
1008.006704,8.099284,11.253319,6.841611,9.279680,0.637647,0.637647,0.776388,0.000433,0.785646,0.785646
1008.795710,7.049682,7.966393,7.091190,7.287241,0.637745,0.817085,0.776046,0.000433,0.785646,0.785646
1009.806591,7.416253,8.504485,7.358375,7.722298,0.616981,0.616981,0.775609,0.000432,0.785646,0.785646
1010.569757,7.452481,6.254051,8.746178,6.818625,0.617073,1.487999,0.775279,0.000432,0.785646,0.785646
1012.410043,8.392599,10.813634,7.548745,9.240909,0.524622,0.524622,0.774485,0.000431,0.785645,0.785645
1013.058638,8.535249,7.278762,9.874007,7.883296,0.524689,1.319411,0.774206,0.000431,0.785645,0.785645
1014.689633,3.508281,4.306729,3.625169,3.688653,1.109070,1.109070,0.773504,0.000430,0.785645,0.785645
1016.060179,4.068816,5.107634,4.043097,4.344987,0.976356,0.976356,0.772916,0.000429,0.785644,0.785644
1017.266402,4.109753,4.821653,4.280621,4.252853,0.976584,1.084220,0.772399,0.000428,0.785644,0.785644
1018.605573,4.152923,5.226092,4.107819,4.439197,1.058340,1.058340,0.771826,0.000428,0.785644,0.785644
1019.912440,5.721451,7.404936,5.309021,6.248468,0.814113,0.814113,0.771267,0.000427,0.785643,0.785643
1020.917475,9.451004,11.176101,9.012416,9.989794,0.507884,0.507884,0.770838,0.000427,0.785643,0.785643
1021.544344,10.313311,8.642880,11.944847,9.521231,0.507945,1.086537,0.770571,0.000426,0.785643,0.785643
1022.885271,3.824977,3.324477,4.745902,3.490110,1.086817,1.929351,0.770000,0.000426,0.785643,0.785643
1025.265724,18.323786,22.807492,16.202229,19.933430,0.358582,0.358582,0.768988,0.000424,0.785642,0.785642
1025.707944,15.004842,13.129585,16.776264,14.142158,0.358612,1.427044,0.768801,0.000424,0.785642,0.785642
1027.467694,9.155493,11.918286,8.075681,10.079498,0.536429,0.536429,0.768055,0.000423,0.785641,0.785641
1028.128964,8.439078,7.956837,9.362385,8.115859,0.536496,0.891090,0.767776,0.000423,0.785641,0.785641
1029.227297,4.729064,4.427130,5.545181,4.475709,0.891277,1.355231,0.767311,0.000422,0.785641,0.785641
1030.897369,5.340537,7.057427,4.901290,5.850095,0.759635,0.759635,0.766607,0.000421,0.785641,0.785641
1031.833180,5.949626,6.366100,6.322663,5.967032,0.759770,0.795405,0.766213,0.000421,0.785640,0.785640
1032.812883,5.119513,4.448909,6.178842,4.732320,0.795553,1.461689,0.765801,0.000420,0.785640,0.785640
1034.612916,3.169240,4.251179,3.127000,3.433078,1.285891,1.285891,0.765045,0.000420,0.785640,0.785640
1036.195917,6.972548,9.458203,6.047213,7.756038,0.673438,0.673438,0.764381,0.000419,0.785639,0.785639
1037.024708,6.540606,7.124233,6.815179,6.617443,0.673543,0.863918,0.764034,0.000418,0.785639,0.785639
1038.087752,5.830915,6.499917,6.053471,5.937699,0.804432,0.804432,0.763590,0.000418,0.785639,0.785639
1039.077401,5.515124,5.449840,6.208976,5.355143,0.804582,0.964732,0.763176,0.000417,0.785639,0.785639
1040.264038,4.362935,4.321504,5.044883,4.212065,0.964948,1.103882,0.762682,0.000417,0.785638,0.785638
1041.621528,3.315002,3.422898,3.903365,3.217841,1.104164,1.628746,0.762116,0.000416,0.785638,0.785638
1043.623954,6.939006,9.665445,5.845440,7.779474,0.725017,0.725017,0.761284,0.000415,0.785638,0.785638
1044.514976,10.485808,12.404942,9.908717,11.031211,0.481840,0.481840,0.760914,0.000415,0.785638,0.785638
1045.107042,10.982626,9.078511,12.888055,10.181639,0.481894,1.613816,0.760669,0.000414,0.785637,0.785637
1047.089817,6.015302,8.212321,5.255887,6.651529,0.730624,0.730624,0.759848,0.000413,0.785637,0.785637
1047.987147,6.433989,7.192467,6.610700,6.563588,0.730746,0.787187,0.759478,0.000413,0.785637,0.785637
1048.953785,5.949802,6.063467,6.551444,5.855629,0.787329,0.849118,0.759079,0.000412,0.785636,0.785636
1049.996284,4.943003,4.412475,5.972671,4.629134,0.849283,1.287398,0.758649,0.000412,0.785636,0.785636
1051.576572,3.099039,3.616650,3.439128,3.142752,1.287777,1.360242,0.757999,0.000411,0.785636,0.785636
1053.245785,3.821239,5.366841,3.483428,4.214489,1.251467,1.251467,0.757313,0.000410,0.785636,0.785636
1054.781039,64.968681,72.829362,60.457691,67.502636,0.180287,0.180287,0.756683,0.000410,0.785635,0.785635
1055.002146,60.711786,54.854974,65.309400,58.629416,0.180295,1.375366,0.756593,0.000410,0.785635,0.785635
1056.688847,17.845938,21.344257,16.204419,18.879084,0.335401,0.335401,0.755903,0.000409,0.785635,0.785635
1057.100044,20.539975,17.211010,23.479015,19.319875,0.335427,1.658979,0.755735,0.000409,0.785635,0.785635
1059.133769,4.548511,6.115414,4.195150,4.933047,0.820732,0.820732,0.754905,0.000408,0.785634,0.785634
1060.139519,4.647138,4.875628,5.196278,4.592045,0.820884,1.111477,0.754495,0.000407,0.785634,0.785634
1061.501304,3.758266,4.463787,3.986833,3.857615,1.111756,1.154446,0.753941,0.000406,0.785634,0.785634
1062.915382,4.423289,5.743719,4.236240,4.720165,0.944136,0.944136,0.753367,0.000406,0.785633,0.785633
1064.071551,5.140601,6.241594,5.103113,5.364600,0.857867,0.857867,0.752898,0.000405,0.785633,0.785633
1065.121855,4.848336,5.278519,5.269971,4.857138,0.858032,1.095814,0.752473,0.000405,0.785633,0.785633
1066.463223,5.872837,7.414815,5.535073,6.231908,0.780886,0.780886,0.751930,0.000404,0.785633,0.785633
1067.418860,10.229583,11.664311,9.965341,10.550973,0.466781,0.466781,0.751544,0.000404,0.785632,0.785632
1067.990000,13.115108,10.389027,15.732473,12.151519,0.466830,2.080229,0.751314,0.000403,0.785632,0.785632
1070.535042,4.913890,7.169977,4.083303,5.488129,0.886092,0.886092,0.750289,0.000402,0.785632,0.785632
1071.618623,6.240394,7.902953,5.818580,6.626524,0.756869,0.756869,0.749853,0.000402,0.785631,0.785631
1072.543998,6.146675,6.757081,6.456154,6.207837,0.756996,0.839602,0.749482,0.000401,0.785631,0.785631
1073.570353,5.330035,5.527657,5.930423,5.265697,0.839758,0.963357,0.749070,0.000401,0.785631,0.785631
1074.747771,4.310190,4.502990,4.916986,4.244527,0.963562,1.242984,0.748599,0.000400,0.785631,0.785631
1076.266626,8.181683,10.368250,7.390245,8.710271,0.538168,0.538168,0.747991,0.000400,0.785630,0.785630
1076.924056,8.582859,7.234658,10.285094,8.064974,0.538232,1.410721,0.747729,0.000399,0.785630,0.785630
1078.647198,3.942705,5.081829,3.888148,4.155046,0.952243,0.952243,0.747042,0.000398,0.785630,0.785630
1079.809965,4.102044,4.625081,4.485135,4.132974,0.952442,1.114848,0.746579,0.000398,0.785630,0.785630
1081.171002,3.576930,4.371814,3.768438,3.686087,1.115121,1.459817,0.746037,0.000397,0.785629,0.785629
1082.952750,31.362614,37.198363,27.971759,32.930240,0.280884,0.280884,0.745330,0.000396,0.785629,0.785629
1083.295467,24.915140,22.596522,27.340659,24.137876,0.280901,0.727666,0.745195,0.000396,0.785629,0.785629
1084.183264,7.428945,6.257186,9.042339,6.982116,0.727781,1.200594,0.744843,0.000396,0.785629,0.785629
1085.647831,3.935598,4.290027,4.451974,3.916399,1.036586,1.036586,0.744264,0.000395,0.785628,0.785628
1086.911999,3.552739,3.625561,4.275055,3.455376,1.036820,1.512151,0.743764,0.000395,0.785628,0.785628
