# C-282 ζ(s) 켤레합 포함 A_L 재측정 — B-50 검증
# T_MAX=2000.0, CENTER=0.5, TRIM=40%
# n_all=1517, n_valid=910
# NEW: 전체 영점 + 켤레합 (C-270 방식)
# OLD: ±300 이웃, 같은편만 (C-278 방식)

## 핵심 결과
ρ_S(A_bare_old × gap_min  [C-278]) = -0.928669  p=0.0000e+00
ρ_S(A_L_old    × gap_min  [C-278]) = -0.840553  p=5.9254e-244
ρ_S(A_L_new    × gap_min  [C-282]) = -0.799613  p=2.6287e-203
ρ_S(A_Λ_new    × gap_min  [C-282]) = -0.899825  p=0.0000e+00
ρ_S(A_L_new    × gap_right[C-282]) = -0.164520  p=6.0327e-07
ρ_S(A_Λ_new    × gap_right[C-282]) = -0.455323  p=8.9803e-48

GUE_ref = -0.857
C-270_ref_A_L = -0.800
C-270_ref_A_Lambda = -0.900

## 보조 통계
2H1/A_L_new_mean  = 0.842124
2H1/A_bare_old_mean = 0.899098
mean_A_L_new      = 8.7560
mean_A_Lambda_new = 8.3713
mean_A_bare_old   = 8.0753
mean_A_L_old      = 8.7848
mean_S1_conj      = 0.752959

## 개별 데이터
t,A_bare_old,A_L_old,A_L_new,A_Lambda_new,gap_min_gue,gap_right_gue,S1_conj,H1_conj,sm_im,im_gamma_S
1088.755725,4.971324,6.980577,4.293693,5.410716,0.852930,0.852930,0.743038,0.000394,0.785628,0.785628
1089.795338,5.526829,6.682594,5.467121,5.727080,0.853088,0.876261,0.742628,0.000393,0.785628,0.785628
1090.863191,6.311846,7.374728,6.320803,6.484435,0.710170,0.710170,0.742209,0.000393,0.785627,0.785627
1091.728473,5.938302,5.316374,7.182266,5.656672,0.710279,1.405648,0.741869,0.000392,0.785627,0.785627
1093.440873,6.197585,8.202016,5.518763,6.619162,0.692678,0.692678,0.741198,0.000392,0.785627,0.785627
1094.284458,6.220995,6.330918,6.934791,6.136170,0.692782,0.943294,0.740867,0.000391,0.785627,0.785627
1095.433085,5.379410,5.840029,5.837730,5.386752,0.795802,0.795802,0.740418,0.000391,0.785626,0.785626
1096.401918,5.182688,4.283145,6.653188,4.838126,0.795939,2.003826,0.740040,0.000390,0.785626,0.785626
1098.841015,14.930075,19.133503,12.622638,15.913658,0.427100,0.427100,0.739089,0.000389,0.785626,0.785626
1099.360667,11.203986,10.423514,12.591729,10.892778,0.427140,0.997705,0.738887,0.000389,0.785626,0.785626
1100.574461,4.842016,5.523231,5.144084,4.904071,0.997918,1.039730,0.738415,0.000389,0.785625,0.785625
1101.839111,7.770830,9.606105,7.211036,8.122567,0.586050,0.586050,0.737924,0.000388,0.785625,0.785625
1102.551780,8.087368,7.227566,9.554395,7.765700,0.586123,0.970898,0.737647,0.000388,0.785625,0.785625
1103.732297,4.393262,3.879467,5.604797,4.159189,0.971099,1.550520,0.737190,0.000387,0.785625,0.785625
1105.617189,4.149978,5.741140,3.772576,4.432395,0.952218,0.952218,0.736461,0.000386,0.785624,0.785624
1106.774372,5.246770,6.466483,5.150432,5.435770,0.823174,0.823174,0.736014,0.000386,0.785624,0.785624
1107.774532,4.869005,5.050503,5.562742,4.806079,0.823318,1.139608,0.735629,0.000385,0.785624,0.785624
1109.158919,4.153042,5.139789,4.235680,4.282325,1.058234,1.058234,0.735096,0.000385,0.785624,0.785624
1110.444143,5.418718,6.878797,5.141068,5.658630,0.823044,0.823044,0.734602,0.000384,0.785623,0.785623
1111.443505,6.014771,6.803356,6.252201,6.094487,0.815056,0.815056,0.734218,0.000384,0.785623,0.785623
1112.432995,6.084781,6.361701,6.718462,6.045244,0.794689,0.794689,0.733838,0.000383,0.785623,0.785623
1113.397595,5.490375,4.692934,6.958606,5.207063,0.794822,1.374224,0.733469,0.000383,0.785623,0.785623
1115.065359,3.017664,3.629812,3.396849,3.054307,1.374622,1.419237,0.732831,0.000382,0.785622,0.785622
1116.787254,4.766992,6.755854,4.081318,5.115167,0.971781,0.971781,0.732173,0.000381,0.785622,0.785622
1117.965920,8.904094,11.384252,7.836164,9.358372,0.592272,0.592272,0.731724,0.000381,0.785622,0.785622
1118.684135,9.060861,9.373316,9.680432,9.029796,0.592345,0.650817,0.731451,0.000381,0.785622,0.785622
1119.473247,7.701821,6.394438,9.596439,7.321166,0.650906,1.387981,0.731150,0.000380,0.785621,0.785621
1121.155938,3.898499,4.912257,3.973364,4.018707,1.074841,1.074841,0.730511,0.000380,0.785621,0.785621
1122.458621,8.382960,10.396908,7.672342,8.715526,0.530240,0.530240,0.730017,0.000379,0.785621,0.785621
1123.101117,9.184502,7.535074,11.369322,8.743619,0.530299,1.827056,0.729773,0.000379,0.785621,0.785621
1125.314729,16.928918,21.015081,14.581592,17.693500,0.370496,0.370496,0.728936,0.000378,0.785620,0.785620
1125.763442,15.255360,13.102780,17.851552,14.718274,0.370525,1.564450,0.728767,0.000378,0.785620,0.785620
1127.658024,7.354080,9.865647,6.245096,7.776465,0.637852,0.637852,0.728052,0.000377,0.785620,0.785620
1128.430225,6.606605,6.693345,7.429111,6.530754,0.637936,1.072950,0.727761,0.000377,0.785620,0.785620
1129.728997,8.654471,10.662102,7.943258,8.963427,0.547514,0.547514,0.727272,0.000376,0.785619,0.785619
1130.391598,9.185018,8.123325,10.940852,8.886274,0.547575,0.911925,0.727023,0.000376,0.785619,0.785619
1131.495086,4.992572,4.049337,6.659990,4.720554,0.912097,1.829620,0.726609,0.000375,0.785619,0.785619
1133.708626,4.559405,6.613807,3.808342,4.868552,0.973249,0.973249,0.725780,0.000374,0.785619,0.785619
1134.885655,8.810614,11.191839,7.794489,9.178568,0.559538,0.559538,0.725339,0.000374,0.785618,0.785618
1135.562214,8.074133,7.371815,9.558962,7.854142,0.559602,1.130751,0.725086,0.000374,0.785618,0.785618
1136.929293,4.472211,5.312196,4.705763,4.541206,1.011231,1.011231,0.724576,0.000373,0.785618,0.785618
1138.151590,6.130315,7.448226,5.975612,6.286235,0.695715,0.695715,0.724121,0.000372,0.785618,0.785618
1138.992342,6.084302,5.441649,7.537891,5.883364,0.695814,1.431355,0.723808,0.000372,0.785618,0.785618
1140.721848,11.466560,14.383420,10.001962,11.906633,0.446356,0.446356,0.723165,0.000371,0.785617,0.785617
1141.261023,11.868713,9.978450,14.363123,11.454640,0.446397,1.322725,0.722965,0.000371,0.785617,0.785617
1142.858660,3.142333,3.527233,3.760974,3.126708,1.323081,1.593060,0.722372,0.000371,0.785617,0.785617
1144.782300,9.200914,12.368615,7.522722,9.671880,0.582400,0.582400,0.721660,0.000370,0.785617,0.785617
1145.485328,7.643197,7.930275,8.347671,7.610957,0.582468,0.904313,0.721400,0.000369,0.785616,0.785616
1146.576815,6.215378,7.118650,6.410805,6.286913,0.766484,0.766484,0.720997,0.000369,0.785616,0.785616
1147.501777,6.109818,6.030162,7.129012,6.018010,0.766602,0.922863,0.720656,0.000369,0.785616,0.785616
1148.615277,4.780024,4.584681,5.900793,4.670817,0.923034,1.133441,0.720246,0.000368,0.785616,0.785616
1149.982601,3.581330,3.827716,4.334207,3.543893,1.133700,1.310215,0.719743,0.000368,0.785616,0.785616
1151.562815,3.676356,4.854514,3.647087,3.787499,1.144772,1.144772,0.719162,0.000367,0.785615,0.785615
1152.943129,5.862789,7.757334,5.230869,6.085679,0.785726,0.785726,0.718656,0.000366,0.785615,0.785615
1153.890304,7.095141,8.151007,7.171642,7.183695,0.669729,0.669729,0.718309,0.000366,0.785615,0.785615
1154.697520,6.649574,5.717758,8.416893,6.436507,0.669819,1.596554,0.718014,0.000366,0.785615,0.785615
1156.621568,7.846985,10.569394,6.510671,8.185120,0.672963,0.672963,0.717311,0.000365,0.785614,0.785614
1157.432315,11.444014,13.083390,11.027278,11.613942,0.472608,0.472608,0.717015,0.000365,0.785614,0.785614
1158.001609,12.614281,10.411610,15.492689,12.231400,0.472653,1.227970,0.716808,0.000364,0.785614,0.785614
1159.480657,3.529867,3.384569,4.646109,3.440661,1.228271,1.591126,0.716269,0.000364,0.785614,0.785614
1161.396645,4.544104,6.414267,3.929451,4.740025,0.906208,0.906208,0.715573,0.000363,0.785613,0.785613
1162.487529,4.892332,5.982025,4.949256,4.975957,0.906371,1.008250,0.715177,0.000363,0.785613,0.785613
1163.701032,5.820135,7.355788,5.493349,5.963209,0.861403,0.861403,0.714738,0.000362,0.785613,0.785613
1164.737586,11.837835,14.056952,10.919337,12.068989,0.443545,0.443545,0.714362,0.000362,0.785613,0.785613
1165.271228,13.440318,11.127000,16.468470,13.079600,0.443584,1.390153,0.714169,0.000362,0.785613,0.785613
1166.943613,4.074929,4.930051,4.342736,4.121687,0.950083,0.950083,0.713565,0.000361,0.785612,0.785612
1168.086272,4.075202,4.263026,4.928635,4.037133,0.950261,1.340648,0.713153,0.000360,0.785612,0.785612
1169.698357,6.716564,8.801411,5.910969,6.915581,0.636594,0.636594,0.712573,0.000360,0.785612,0.785612
1170.463639,6.440670,5.826245,8.006623,6.306983,0.636674,1.378572,0.712298,0.000359,0.785612,0.785612
1172.120682,4.366713,5.855041,4.084123,4.486550,0.986129,0.986129,0.711702,0.000359,0.785611,0.785611
1173.305688,6.058921,7.641316,5.693871,6.187405,0.771639,0.771639,0.711278,0.000358,0.785611,0.785611
1174.232767,6.337093,6.917119,6.860096,6.347053,0.771755,0.818045,0.710945,0.000358,0.785611,0.785611
1175.215452,5.452622,5.365518,6.572140,5.388021,0.818176,1.180135,0.710594,0.000358,0.785611,0.785611
1176.632876,13.301186,15.979806,11.961294,13.541052,0.394264,0.394264,0.710087,0.000357,0.785611,0.785611
1177.106304,16.612249,13.549442,20.408246,16.240190,0.394294,2.161173,0.709918,0.000357,0.785611,0.785611
1179.701224,6.668062,9.498751,5.190470,6.919721,0.793472,0.793472,0.708994,0.000356,0.785610,0.785610
1180.653544,10.559067,12.914607,9.503350,10.753362,0.511475,0.511475,0.708655,0.000356,0.785610,0.785610
1181.267318,9.840632,8.745957,11.888108,9.682172,0.511525,1.095894,0.708437,0.000355,0.785610,0.785610
1182.582270,4.740538,5.354302,5.252083,4.752239,0.942374,0.942374,0.707970,0.000355,0.785610,0.785610
1183.712775,4.492164,4.758837,5.320685,4.470516,0.942546,1.203141,0.707569,0.000354,0.785609,0.785609
1185.155843,7.311820,9.239755,6.636974,7.446336,0.600028,0.600028,0.707058,0.000354,0.785609,0.785609
1185.875359,7.548436,6.582014,9.507892,7.417671,0.600097,1.225858,0.706803,0.000354,0.785609,0.785609
1187.345161,3.582231,4.032269,4.253793,3.578416,1.226148,1.260752,0.706284,0.000353,0.785609,0.785609
1188.856444,4.369334,5.729202,4.211807,4.444855,0.923873,0.923873,0.705751,0.000352,0.785608,0.785608
1189.963636,4.298136,4.906374,4.829855,4.307908,0.924037,1.267697,0.705361,0.000352,0.785608,0.785608
1191.482606,8.256244,10.847378,6.971474,8.431044,0.614403,0.614403,0.704827,0.000351,0.785608,0.785608
1192.218611,7.624713,7.802274,8.559085,7.599930,0.614475,0.922883,0.704568,0.000351,0.785608,0.785608
1193.324021,11.193490,12.997433,10.630002,11.293857,0.445407,0.445407,0.704181,0.000351,0.785608,0.785608
1193.857427,14.450411,11.626092,18.184474,14.213939,0.445445,1.818210,0.703994,0.000351,0.785608,0.785608
1196.034672,4.407237,6.068886,3.975518,4.492747,0.866392,0.866392,0.703231,0.000350,0.785607,0.785607
1197.071787,4.328041,4.723483,5.074378,4.321693,0.866535,1.349191,0.702869,0.000349,0.785607,0.785607
1198.686569,9.097071,11.886975,7.615442,9.256281,0.559899,0.559899,0.702305,0.000349,0.785607,0.785607
1199.356514,8.130109,7.737361,9.620823,8.073524,0.559959,0.983083,0.702072,0.000348,0.785607,0.785607
1200.532692,4.724616,5.048030,5.549035,4.714863,0.983266,1.068089,0.701662,0.000348,0.785606,0.785606
1201.810335,4.346934,5.081460,4.787963,4.362352,1.068305,1.109589,0.701218,0.000348,0.785606,0.785606
1203.137351,7.706698,9.676345,6.986510,7.793697,0.600398,0.600398,0.700757,0.000347,0.785606,0.785606
1203.855248,7.928895,7.227534,9.734705,7.865635,0.600466,0.945364,0.700508,0.000347,0.785606,0.785606
1204.985492,4.608850,4.007225,6.326635,4.554031,0.945533,1.576947,0.700116,0.000346,0.785606,0.785606
1206.870500,3.380860,4.722542,3.254982,3.426047,1.339719,1.339719,0.699464,0.000346,0.785605,0.785605
1208.471460,15.304612,19.349158,12.613572,15.486486,0.433603,0.433603,0.698911,0.000345,0.785605,0.785605
1208.989484,12.351941,11.767501,14.066674,12.304373,0.433639,0.760545,0.698732,0.000345,0.785605,0.785605
1209.898030,6.451365,5.802550,8.236130,6.405113,0.760654,1.270973,0.698419,0.000345,0.785605,0.785605
1211.416116,7.528186,9.401568,6.897225,7.586997,0.583713,0.583713,0.697896,0.000344,0.785605,0.785605
1212.113153,8.115938,6.919828,10.441324,8.056242,0.583777,1.243889,0.697656,0.000344,0.785604,0.785604
1213.598373,3.397912,3.662329,4.318421,3.392299,1.244179,1.500838,0.697146,0.000343,0.785604,0.785604
1215.389975,7.171913,9.696757,5.912160,7.246360,0.665114,0.665114,0.696532,0.000343,0.785604,0.785604
1216.183722,6.876476,7.228340,7.718572,6.874879,0.665196,0.830302,0.696260,0.000342,0.785604,0.785604
1217.174482,5.048050,4.697084,6.577844,5.027356,0.830431,1.572036,0.695921,0.000342,0.785604,0.785604
1219.050028,12.305296,15.794261,10.103892,12.393629,0.473241,0.473241,0.695280,0.000341,0.785603,0.785603
1219.614471,10.390231,9.605446,12.353670,10.363645,0.473282,1.007766,0.695088,0.000341,0.785603,0.785603
1220.816348,6.152460,7.031853,6.493212,6.164425,0.734570,0.734570,0.694678,0.000341,0.785603,0.785603
1221.692242,6.317563,5.703264,8.129273,6.302281,0.734670,1.057046,0.694380,0.000340,0.785603,0.785603
1222.952484,3.889543,3.561069,5.425136,3.881286,1.057253,1.733098,0.693951,0.000340,0.785603,0.785603
1225.018330,6.643504,9.211996,5.327369,6.681693,0.702149,0.702149,0.693250,0.000339,0.785602,0.785602
1225.855021,5.770677,6.197735,6.566352,5.774523,0.702240,1.155563,0.692966,0.000339,0.785602,0.785602
1227.231828,9.040292,11.529021,7.798991,9.066716,0.575311,0.575311,0.692500,0.000338,0.785602,0.785602
1227.917142,9.015585,8.871759,10.387157,9.016876,0.575372,0.735477,0.692268,0.000338,0.785602,0.785602
1228.793154,6.712223,5.596506,9.060340,6.713641,0.735577,1.504257,0.691972,0.000338,0.785602,0.785602
1230.584603,5.069102,6.711746,4.666381,5.077921,0.821164,0.821164,0.691367,0.000337,0.785601,0.785601
1231.562274,5.855568,6.455770,6.496647,5.861706,0.812587,0.812587,0.691038,0.000337,0.785601,0.785601
1232.529587,5.158690,4.628487,6.938834,5.169387,0.812708,1.468811,0.690712,0.000336,0.785601,0.785601
1234.277817,4.097667,5.558554,3.878917,4.100215,1.029260,1.029260,0.690124,0.000336,0.785601,0.785601
1235.502549,5.963492,7.584814,5.584175,5.963039,0.753530,0.753530,0.689713,0.000335,0.785601,0.785601
1236.399017,5.468749,5.529726,6.666531,5.480602,0.753634,1.326813,0.689413,0.000335,0.785600,0.785600
1237.977299,15.726103,19.439338,13.232701,15.697875,0.403563,0.403563,0.688884,0.000335,0.785600,0.785600
1238.457233,14.426707,12.870906,17.278820,14.468510,0.403593,0.869168,0.688724,0.000334,0.785600,0.785600
1239.490807,5.887830,5.200298,7.865355,5.919521,0.869305,1.112449,0.688378,0.000334,0.785600,0.785600
1240.813472,3.670892,3.396669,5.231275,3.696344,1.112674,1.905068,0.687937,0.000334,0.785600,0.785600
1243.078076,18.142214,22.699698,14.772281,18.071190,0.387161,0.387161,0.687182,0.000333,0.785599,0.785599
1243.538147,13.907159,12.589222,16.545015,13.961948,0.387188,1.105244,0.687029,0.000333,0.785599,0.785599
1244.851434,6.564331,7.971440,6.410097,6.549618,0.677134,0.677134,0.686592,0.000332,0.785599,0.785599
1245.655866,6.525521,5.802267,8.569417,6.573672,0.677216,1.445212,0.686325,0.000332,0.785599,0.785599
1247.372562,8.391020,10.894180,7.108498,8.338649,0.581452,0.581452,0.685756,0.000331,0.785599,0.785599
1248.063061,8.100104,7.649152,9.874611,8.145200,0.581513,0.923708,0.685527,0.000331,0.785598,0.785598
1249.159888,4.877578,4.604376,6.474131,4.918972,0.923861,1.273992,0.685164,0.000331,0.785598,0.785598
1250.672397,4.681555,5.821233,4.811641,4.667852,0.831910,0.831910,0.684664,0.000330,0.785598,0.785598
1251.659832,4.593865,4.290879,6.231255,4.640768,0.832034,1.696826,0.684338,0.000330,0.785598,0.785598
1253.673578,8.542547,11.610690,6.664428,8.445966,0.638691,0.638691,0.683675,0.000329,0.785598,0.785598
1254.431328,7.643372,8.434219,8.143640,7.642747,0.638764,0.823503,0.683425,0.000329,0.785597,0.785597
1255.408231,7.699002,8.678953,8.004454,7.688576,0.651701,0.651701,0.683104,0.000329,0.785597,0.785597
1256.181214,7.629963,6.650133,10.004756,7.724019,0.651776,1.146750,0.682850,0.000328,0.785597,0.785597
1257.541219,4.273874,4.590337,5.285372,4.298678,1.044101,1.044101,0.682404,0.000328,0.785597,0.785597
1258.779233,3.887004,4.057870,5.056249,3.921116,1.044295,1.320381,0.681998,0.000327,0.785597,0.785597
1260.344548,4.004050,5.275591,4.009379,3.973648,1.069139,1.069139,0.681486,0.000327,0.785597,0.785597
1261.611717,5.692763,7.288506,5.355451,5.641222,0.797382,0.797382,0.681072,0.000327,0.785596,0.785596
1262.556614,5.696904,6.160863,6.565789,5.715522,0.797494,0.945382,0.680764,0.000326,0.785596,0.785596
1263.676733,4.780371,5.188169,5.713277,4.803430,0.945540,1.080916,0.680399,0.000326,0.785596,0.785596
1264.957223,4.592577,5.518296,4.974768,4.580192,1.031583,1.031583,0.679982,0.000325,0.785596,0.785596
1266.179038,5.961865,7.398232,5.799037,5.912167,0.862451,0.862451,0.679584,0.000325,0.785596,0.785596
1267.200346,20.812143,23.949952,18.821534,20.632212,0.312688,0.312688,0.679253,0.000325,0.785595,0.785595
1267.570572,27.666397,23.230705,33.855066,28.085221,0.312705,2.152418,0.679132,0.000325,0.785595,0.785595
1270.118922,5.341965,7.661823,4.229719,5.218850,0.857945,0.857945,0.678306,0.000324,0.785595,0.785595
1271.134300,6.201761,7.633354,6.048806,6.145745,0.802538,0.802538,0.677978,0.000323,0.785595,0.785595
1272.083960,5.748152,6.276150,6.577155,5.766246,0.802651,0.994954,0.677671,0.000323,0.785595,0.785595
1273.261145,6.039965,7.228983,6.153902,6.000855,0.790462,0.790462,0.677291,0.000323,0.785595,0.785595
1274.196221,6.706806,7.116365,7.673691,6.736852,0.757373,0.757373,0.676989,0.000322,0.785594,0.785594
1275.092030,6.135085,5.223509,8.553593,6.291104,0.757473,1.479873,0.676701,0.000322,0.785594,0.785594
1276.842172,5.151994,6.753618,4.820027,5.070309,0.778907,0.778907,0.676137,0.000321,0.785594,0.785594
1277.763092,5.106522,4.998327,6.653881,5.189951,0.779013,1.327863,0.675842,0.000321,0.785594,0.785594
1279.332843,6.130914,7.990060,5.517523,6.019648,0.696301,0.696301,0.675338,0.000321,0.785594,0.785594
1280.155794,5.856870,5.464068,7.728643,5.973951,0.696385,1.415643,0.675074,0.000320,0.785593,0.785593
1281.828727,5.212882,7.117883,4.549404,5.091714,0.991796,0.991796,0.674538,0.000320,0.785593,0.785593
1283.000491,28.147943,32.855688,24.383116,27.724958,0.283208,0.283208,0.674164,0.000319,0.785593,0.785593
1283.335032,29.030512,25.224211,34.721357,29.541921,0.283222,1.286630,0.674057,0.000319,0.785593,0.785593
1284.854795,5.793208,6.846965,6.078561,5.757636,0.711495,0.711495,0.673572,0.000319,0.785593,0.785593
1285.695023,6.342977,5.333783,8.937543,6.548876,0.711582,1.452422,0.673304,0.000319,0.785593,0.785593
1287.410027,3.095228,3.866722,3.700297,3.091704,1.452786,1.486943,0.672758,0.000318,0.785592,0.785592
1289.165352,7.595608,10.463422,5.856471,7.343772,0.795990,0.795990,0.672200,0.000318,0.785592,0.785592
1290.104772,31.409079,36.107934,27.612543,30.926554,0.265194,0.265194,0.671902,0.000317,0.785592,0.785592
1290.417708,34.138906,29.735443,40.592860,34.797221,0.265206,1.295080,0.671803,0.000317,0.785592,0.785592
1291.945871,3.953162,4.311419,5.038421,4.002977,1.295368,1.312277,0.671319,0.000317,0.785592,0.785592
1293.493982,9.536090,12.152745,8.070605,9.292120,0.529479,0.529479,0.670829,0.000316,0.785591,0.785591
1294.118474,9.308509,8.285599,11.971243,9.547337,0.529527,1.057276,0.670631,0.000316,0.785591,0.785591
1295.365364,4.323858,4.323408,5.830745,4.426432,1.057467,1.217635,0.670238,0.000316,0.785591,0.785591
1296.801111,3.632878,4.309103,4.372286,3.642675,1.217888,1.234572,0.669785,0.000315,0.785591,0.785591
1298.256527,4.535324,5.987678,4.391608,4.436257,0.974555,0.974555,0.669327,0.000315,0.785591,0.785591
1299.405171,5.317018,6.577850,5.393816,5.243580,0.920580,0.920580,0.668966,0.000314,0.785591,0.785591
1300.490019,5.966732,7.135967,6.150797,5.905300,0.853379,0.853379,0.668625,0.000314,0.785590,0.785590
1301.495517,7.006053,8.015128,7.377051,6.967345,0.722551,0.722551,0.668309,0.000314,0.785590,0.785590
1302.346742,7.314086,7.135911,9.058362,7.456625,0.722639,0.786507,0.668043,0.000313,0.785590,0.785590
1303.273200,6.246819,4.988215,9.249035,6.562440,0.786612,1.807185,0.667752,0.000313,0.785590,0.785590
1305.401672,4.736333,6.705963,4.003656,4.546612,0.939952,0.939952,0.667087,0.000312,0.785590,0.785590
1306.508393,7.379390,9.198675,6.821142,7.210188,0.644602,0.644602,0.666741,0.000312,0.785590,0.785590
1307.267242,6.846133,6.231194,9.119814,7.069407,0.644672,1.462020,0.666505,0.000312,0.785589,0.785589
1308.988197,17.784579,21.722730,14.762125,17.264165,0.368227,0.368227,0.665968,0.000311,0.785589,0.785589
1309.421532,17.050927,14.646597,21.432521,17.585283,0.368250,1.389459,0.665834,0.000311,0.785589,0.785589
1311.056571,5.705932,7.320579,5.389694,5.560364,0.773815,0.773815,0.665325,0.000311,0.785589,0.785589
1311.966941,6.126069,6.440081,7.337806,6.203328,0.773916,0.905078,0.665043,0.000310,0.785589,0.785589
1313.031599,5.574613,5.787427,6.910807,5.671338,0.868067,0.868067,0.664712,0.000310,0.785589,0.785589
1314.052566,4.932254,4.202308,7.386760,5.200541,0.868193,1.836401,0.664396,0.000310,0.785588,0.785588
1316.212113,6.838783,9.537947,5.248217,6.492542,0.732281,0.732281,0.663728,0.000309,0.785588,0.785588
1317.072986,6.368020,7.308069,6.855264,6.335707,0.732370,0.934350,0.663462,0.000309,0.785588,0.785588
1318.171279,7.630720,9.224703,7.346090,7.476821,0.660781,0.660781,0.663123,0.000308,0.785588,0.785588
1318.947881,7.740507,7.528539,9.606430,7.926042,0.660853,0.836662,0.662884,0.000308,0.785588,0.785588
1319.931083,5.655871,4.974169,8.090044,5.935725,0.836778,1.444321,0.662581,0.000308,0.785588,0.785588
1321.628139,8.627685,10.937282,7.492846,8.329027,0.536245,0.536245,0.662059,0.000307,0.785587,0.785587
1322.258067,9.189742,7.656358,12.659647,9.646973,0.536293,1.674539,0.661865,0.000307,0.785587,0.785587
1324.224979,5.352816,7.408920,4.520737,5.098038,0.862360,0.862360,0.661261,0.000307,0.785587,0.785587
1325.237624,7.633018,9.198437,7.390579,7.473130,0.633968,0.633968,0.660951,0.000306,0.785587,0.785587
1325.981970,7.308150,6.405123,10.044289,7.653050,0.634035,1.408294,0.660723,0.000306,0.785587,0.785587
1327.635281,4.435352,5.916980,4.296778,4.289177,1.199819,1.199819,0.660218,0.000306,0.785586,0.785586
1329.043518,118.368052,128.699154,107.537596,116.377280,0.137626,0.137626,0.659788,0.000305,0.785586,0.785586
1329.205019,115.209019,106.535798,127.412810,117.240051,0.137629,1.043862,0.659738,0.000305,0.785586,0.785586
1330.429937,5.387476,4.774430,7.805773,5.690115,1.044041,1.191270,0.659365,0.000305,0.785586,0.785586
1331.827591,3.503868,3.538326,5.137699,3.667298,1.191504,1.573661,0.658939,0.000304,0.785586,0.785586
1333.673523,4.983049,7.004203,4.194689,4.710860,0.915659,0.915659,0.658378,0.000304,0.785586,0.785586
1334.747329,6.239390,7.783177,6.034868,6.069882,0.808200,0.808200,0.658052,0.000303,0.785585,0.785585
1335.694975,6.375058,7.161569,7.100998,6.374336,0.808307,0.848878,0.657764,0.000303,0.785585,0.785585
1336.690185,6.133379,6.606190,7.249516,6.204975,0.848996,0.851894,0.657463,0.000303,0.785585,0.785585
1337.688792,5.517461,5.418866,7.343575,5.723469,0.852013,1.053168,0.657161,0.000303,0.785585,0.785585
1338.923165,4.226030,4.442751,5.668190,4.360360,1.053350,1.282783,0.656787,0.000302,0.785585,0.785585
1340.426400,7.079926,9.052014,6.354155,6.799925,0.631500,0.631500,0.656333,0.000302,0.785585,0.785585
1341.166272,7.135011,6.363165,9.815167,7.511597,0.631565,1.231113,0.656110,0.000302,0.785585,0.785585
1342.608508,3.632653,4.159654,4.703695,3.696895,1.231360,1.321264,0.655676,0.000301,0.785584,0.785584
1344.156044,4.639965,6.318569,4.280554,4.423786,1.128146,1.128146,0.655210,0.000301,0.785584,0.785584
1345.477106,48.118288,54.624842,41.743875,46.712411,0.217210,0.217210,0.654813,0.000300,0.785584,0.785584
1345.731413,47.782152,42.549452,56.081928,49.303507,0.217218,1.527280,0.654737,0.000300,0.785584,0.785584
1347.519472,13.984029,17.262153,11.625104,13.357058,0.425275,0.425275,0.654200,0.000300,0.785584,0.785584
1348.017238,13.980902,12.206427,17.972253,14.645045,0.425304,0.912489,0.654051,0.000300,0.785584,0.785584
1349.085194,5.542432,4.448525,8.687824,6.037330,0.912623,1.889424,0.653732,0.000299,0.785583,0.785583
1351.296206,5.991997,8.414041,4.703633,5.570620,0.781519,0.781519,0.653071,0.000299,0.785583,0.785583
1352.210465,5.686368,6.540508,6.378301,5.672790,0.781618,1.088204,0.652798,0.000298,0.785583,0.785583
1353.483338,19.424884,23.157349,16.476074,18.645983,0.344972,0.344972,0.652418,0.000298,0.785583,0.785583
1353.886782,20.748906,17.643065,26.487230,21.811813,0.344991,1.533920,0.652298,0.000298,0.785583,0.785583
1355.680595,5.579879,7.317405,5.159282,5.326791,0.791230,0.791230,0.651764,0.000297,0.785583,0.785583
1356.605656,5.843814,6.280745,7.084045,5.946409,0.791330,0.997513,0.651489,0.000297,0.785582,0.785582
1357.771743,7.798895,9.194105,7.818864,7.636082,0.588991,0.588991,0.651143,0.000297,0.785582,0.785582
1358.460160,8.840050,7.189394,12.771793,9.537462,0.589047,1.653965,0.650939,0.000297,0.785582,0.785582
1360.393145,4.713420,6.370138,4.401466,4.474688,0.855820,0.855820,0.650366,0.000296,0.785582,0.785582
1361.393075,4.547347,4.850513,5.978396,4.693850,0.855937,1.394636,0.650071,0.000296,0.785582,0.785582
1363.022329,7.428453,10.017581,5.918566,6.918733,0.733634,0.733634,0.649589,0.000295,0.785582,0.785582
1363.879191,9.503244,11.134559,9.228696,9.266154,0.597170,0.597170,0.649336,0.000295,0.785581,0.785581
1364.576585,9.298237,8.792505,11.795750,9.690518,0.597226,0.785417,0.649131,0.000295,0.785581,0.785581
1365.493734,6.606116,5.525542,9.860917,7.176223,0.785515,1.379232,0.648861,0.000295,0.785581,0.785581
1367.104091,3.910620,4.725718,4.703264,3.912886,1.050357,1.050357,0.648387,0.000294,0.785581,0.785581
1368.330193,4.112468,4.709066,5.193518,4.181459,1.050532,1.162476,0.648026,0.000294,0.785581,0.785581
1369.686949,4.305628,5.422431,4.710988,4.216568,1.102547,1.102547,0.647628,0.000293,0.785581,0.785581
1370.973523,7.882023,9.983011,7.002927,7.489792,0.611148,0.611148,0.647251,0.000293,0.785581,0.785581
